,defillamaId,name,slug,disabled,displayName,module,category,logo,change_1d,change_7d,change_1m,change_7dover7d,change_30dover30d,total24h,total48hto24h,total7d,total30d,total14dto7d,total60dto30d,total1y,average1y,totalAllTime,breakdown24h,chains,protocolType,methodologyURL,methodology,parentProtocol,latestFetchIsOk,dailyRevenue,dailyUserFees,dailyHoldersRevenue,dailyCreatorRevenue,dailySupplySideRevenue,dailyProtocolRevenue,dailyBribesRevenue,dailyTokenTaxes,dailyFees,totalVolume7d,totalVolume30d,holdersRevenue30d,bribesRevenue30d,totalUserFees,versionKey,totalFees,tokenTaxes30d,totalRevenue,totalProtocolRevenue
38,2254,MUX Protocol,mux-protocol,False,MUX Protocol,mux,Derivatives,https://icons.llamao.fi/icons/protocols/mux-protocol.png,-91.07,-82.83,-51.76,87.71,-17.39,357.0,3999.0,6690.0,17103.0,3564.0,20703.0,173624.26779301045,13355.712907154657,247632.0,{'optimism': {'mux': 357}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/mux.ts,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Treasury and token holders revenue', 'ProtocolRevenue': 'Fees going to treasury', 'HoldersRevenue': 'Fees going to governance token holders', 'SupplySideRevenue': 'LPs revenue'}",,True,138.0,357.0,31.0,,219.0,107.0,,,357.0,2079.0,740.0,2796.0,,,,,,,
39,2546,NFTEarth,nftearth,False,NFTEarth,nftearth,NFT Marketplace,https://icons.llamao.fi/icons/protocols/nftearth.jpg,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,{'optimism': {'nftearth': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/nftearth.ts,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Marketplace revenue', 'ProtocolRevenue': 'Marketplace revenue'}",,True,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,,,,,,
40,3951,ODOS,odos,False,ODOS,odos,DEX Aggregator,https://icons.llamao.fi/icons/protocols/odos.jpg,-77.88,47.92,-51.7,-26.12,-5.04,71.0,321.0,1058.0,3787.0,1432.0,3988.0,30236.705432154646,2325.90041785805,,{'optimism': {'odos': 71}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/odos.ts,{},,True,71.0,,0.0,,0.0,71.0,,,71.0,48.0,147.0,0.0,,,,,,,
41,11840,Optimism,optimism,False,Optimism,optimism,Rollup,https://icons.llamao.fi/icons/chains/rsz_optimism.jpg,-2.58,15.95,56.27,-52.02,-0.78,60476.0,62080.0,220197.0,1610598.0,458949.0,1623235.0,39813692.063495904,3062591.697191993,,{'optimism': {'optimism': 60476}},['Optimism'],chain,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/optimism.ts,"{'UserFees': 'Fees paid by users to sequencer', 'Fees': 'Fees collected by sequencer paid by users', 'Revenue': 'ETH earned from user fees minus cost to send transactions in L1', 'ProtocolRevenue': 'ETH earned from user fees minus cost to send transactions in L1'}",,True,59957.0,60476.0,,,,,,,60476.0,52157.0,38700.0,,,,,,,,
42,894,Paraswap,paraswap,False,Paraswap,paraswap,DEX Aggregator,https://icons.llamao.fi/icons/protocols/paraswap.jpg,47.96,49.48,-4.61,-65.55,34.88,145.0,98.0,953.0,6559.0,2766.0,4863.0,76446.93380000004,5880.5333692307695,164180.0,{'optimism': {'paraswap': 145}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/paraswap.ts,{},,True,83.0,,,,,,,,145.0,97.0,152.0,,,,,,,,
43,382,Pendle,pendle,False,Pendle,pendle,Yield,https://icons.llamao.fi/icons/protocols/pendle.jpg,,,,-9.04,1335.29,0.0,291.0,332.0,976.0,365.0,68.0,0.0,0.0,,{'optimism': {'pendle': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/pendle.ts,"{'UserFees': 'Pays management + performance fees', 'Fees': 'Yield', 'Revenue': 'Management + performance fees', 'ProtocolRevenue': 'Gets management + performance fees', 'SupplySideRevenue': 'Generated yield excluding protocol fees'}",,True,0.0,0.0,0.0,,0.0,0.0,,,0.0,77.0,0.0,970.0,,,,,,,
44,362,Perpetual Protocol,perpetual-protocol,False,Perpetual Protocol,perpetual-protocol,Derivatives,https://icons.llamao.fi/icons/protocols/perpetual-protocol.png,-47.37,-0.18,-41.78,-10.93,-32.21,1130.0,2147.0,9975.0,39671.0,11199.0,58519.0,3761822.0245910105,289370.9249685393,,{'optimism': {'perpetual-protocol': 1130}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/perpetual-protocol.ts,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Treasury and token holders revenue', 'ProtocolRevenue': 'Fees going to treasury', 'HoldersRevenue': 'Fees going to governance token holders', 'SupplySideRevenue': 'LPs revenue'}",,True,226.0,1130.0,,,904.0,,,,1130.0,1132.0,1941.0,,,,,,,,
45,2740,PLEXUS,plexus,False,PLEXUS,plexus,DEX Aggregator,https://icons.llamao.fi/icons/protocols/plexus.jpg,,,,4500.0,466.67,0.0,0.0,46.0,51.0,1.0,9.0,10228.823556511266,786.8325812700974,,{'optimism': {'plexus': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/plexus.ts,{},,True,0.0,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,
46,381,Premia V2,premia-v2,False,Premia V2,premia,Options,https://icons.llamao.fi/icons/protocols/premia-v2.jpg,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.256831143579,132.78898701104453,33668.0,{'optimism': {'v2': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/premia,"{'UserFees': 'Traders pay taker fees on each trade up to 3% of the option premium.', 'Fees': 'Fees paid by users', 'Revenue': 'Treasury and token holders revenue', 'ProtocolRevenue': 'The protocol collects 20% of the taker fees.', 'HoldersRevenue': 'vxPREMIA holders collect 80% of the taker fees.', 'SupplySideRevenue': 'Liquidity providers earn revenue from market-making options.'}",parent#premia,True,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,v2,,,,
47,449,QiDao,qidao,False,QiDao,qidao,CDP,https://icons.llamao.fi/icons/protocols/qidao.jpg,,,,0.0,-96.15,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,,{'optimism': {'qidao': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/qidao.ts,"{'UserFees': 'Interest paid to borrow', 'Fees': 'Interest paid by borrowers', 'Revenue': 'Interest paid by borrowers', 'ProtocolRevenue': 'Interest paid by borrowers'}",,True,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,
48,3038,Rainbow,rainbow,False,Rainbow,rainbow-wallet,Wallets,https://icons.llamao.fi/icons/protocols/rainbow.png,88.24,-17.1,22.61,-67.64,-39.5,320.0,170.0,860.0,5594.0,2658.0,9246.0,1796162.7115729349,138166.3624286872,,{'optimism': {'rainbow-wallet': 320}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/rainbow-wallet.ts,"{'Fees': 'Take 0.85% from trading volume', 'Revenue': 'Take 0.85% from trading volume'}",,True,320.0,,,,,320.0,,,320.0,386.0,261.0,,,,,,,,
49,2756,Sharpe Magnum,sharpe-magnum,False,Sharpe Magnum,sharpe-earn,Yield,https://icons.llamao.fi/icons/protocols/sharpe-magnum.png,,,,0.0,476.92,0.0,0.0,75.0,75.0,0.0,13.0,0.0,0.0,,{'optimism': {'sharpe-earn': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/sharpe-earn,"{'UserFees': 'Pays management + performance fees', 'Fees': 'Yield', 'Revenue': 'Management + performance fees', 'ProtocolRevenue': 'Gets management + performance fees', 'SupplySideRevenue': 'Generated yield excluding protocol fees'}",parent#sharpe-ai,True,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,
50,2142,Sonne Finance,sonne-finance,False,Sonne Finance,sonne-finance,Lending,https://icons.llamao.fi/icons/protocols/sonne-finance.jpg,,,,-35.62,-12.11,0.0,66.0,188.0,798.0,292.0,908.0,2706826.5053861137,208217.42349123958,,{'optimism': {'sonne-finance': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/sonne-finance,"{'UserFees': 'Interest paid by borrowers', 'Fees': 'Interest paid by borrowers', 'Revenue': 'Percentage of interest going to treasury', 'ProtocolRevenue': 'Percentage of interest going to treasury', 'SupplySideRevenue': 'Interest paid to lenders'}",,True,0.0,0.0,,,0.0,0.0,,,0.0,105.0,10.0,,,,,,,,
51,1571,Stargate V1,stargate-v1,False,Stargate V1,stargate,Cross Chain,https://icons.llamao.fi/icons/protocols/stargate-v1.png,220.0,403.37,13.13,4.18,-90.43,448.0,140.0,1720.0,9847.0,1651.0,102926.0,4223576.4217094,324890.4939776463,,{'optimism': {'stargate': 448}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/stargate.ts,{},parent#stargate-finance,True,448.0,,,,,,,,448.0,89.0,396.0,,,,,,,,
52,4741,Summer.fi,summer.fi,False,Summer.fi,summer.fi,Services,https://icons.llamao.fi/icons/protocols/summer.fi.png,44.74,-71.05,-60.57,-81.34,147.09,110.0,76.0,512.0,4423.0,2744.0,1790.0,0.0,0.0,,{'optimism': {'summer.fi': 110}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/summer.fi,Counts the 0.2% fee taken on swaps.,,True,110.0,,,,,110.0,,,110.0,380.0,279.0,,,,,,,,
53,657,Synapse,synapse,False,Synapse,synapse,Cross Chain,https://icons.llamao.fi/icons/protocols/synapse.png,-40.48,-10.71,-58.16,-44.5,3.51,100.0,168.0,939.0,6574.0,1692.0,6351.0,115139.68276999988,8856.898674615384,49287.0,{'optimism': {'synapse': 100}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/synapse,"{'UserFees': 'Bridge fees paid by users', 'Fees': 'Bridge fees paid by users', 'Revenue': 'Bridge fees that goes to the protocol'}",,True,100.0,100.0,,,,,,,100.0,112.0,239.0,,,,,,,,
54,434,Tarot,tarot,False,Tarot,tarot,Lending,https://icons.llamao.fi/icons/protocols/tarot.jpg,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13717.572639446576,1055.1978953420441,,{'optimism': {'tarot': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/tarot.ts,"{'UserFees': 'Interest paid by borrowers', 'Fees': 'Interest paid by borrowers', 'Revenue': 'Percentage of interest going to treasury', 'ProtocolRevenue': 'Percentage of interest going to treasury', 'SupplySideRevenue': 'Interest paid to lenders'}",,True,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,
55,3657,Uniswap Labs,uniswap-labs,False,Uniswap Labs,uniswap-lab,Services,https://icons.llamao.fi/icons/protocols/uniswap-labs.png,-6.67,80.82,-9.81,-17.97,-46.81,1848.0,1980.0,8401.0,43635.0,10241.0,82032.0,0.0,0.0,,{'optimism': {'uniswap-lab': 1848}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/uniswap-lab.ts,{},,True,1848.0,,,,,,,,1848.0,1022.0,2049.0,,,,,,,,
56,4602,vfat.io,vfat.io,False,vfat.io,vfat,Yield Aggregator,https://icons.llamao.fi/icons/protocols/vfat.png,-0.49,15.34,-58.74,-25.27,-25.65,406.0,408.0,2333.0,17042.0,3122.0,22921.0,0.0,0.0,,{'optimism': {'vfat': 406}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/vfat,{},,True,406.0,,,,,,,,406.0,352.0,984.0,,,,,,,,
57,4049,Zerion Wallet,zerion-wallet,False,Zerion Wallet,zerion-wallet,Wallets,https://icons.llamao.fi/icons/protocols/zerion-wallet.jpg,-45.16,-56.41,-48.48,-5.71,-24.24,17.0,31.0,297.0,2179.0,315.0,2876.0,0.0,0.0,,{'optimism': {'zerion-wallet': 17}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/zerion-wallet.ts,"{'Fees': 'Take 0.5% from trading volume', 'Revenue': 'Take 0.5% from trading volume'}",,True,17.0,,,,,17.0,,,17.0,39.0,33.0,,,,,,,,
58,2532,Zonic,zonic,False,Zonic,zonic,NFT Marketplace,https://icons.llamao.fi/icons/protocols/zonic.jpg,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4350.64645760489,334.66511212345307,,{'optimism': {'zonic': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/zonic.ts,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Marketplace revenue', 'ProtocolRevenue': 'Marketplace revenue'}",,True,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,,,,,,
59,1,Uniswap V3,uniswap-v3,False,Uniswap V3,uniswap,Dexes,https://icons.llamao.fi/icons/protocols/uniswap-v3.png,-4.62,97.08,73.27,-4.85,-23.74,77029.0,80757.0,289254.0,1171010.0,304004.0,1535502.0,20483512.090578374,1575654.7761983338,42639924.0,{'optimism': {'v3': 77029}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/protocols/uniswap,"{'UserFees': 'User pays 0.05%, 0.30%, or 1% on each swap.', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Protocol have no revenue.', 'HoldersRevenue': 'Holders have no revenue.', 'SupplySideRevenue': 'All user fees are distributed among LPs.'}",parent#uniswap,True,0.0,77029.0,0.0,,77029.0,0.0,,,77029.0,39086.0,44456.0,0.0,,,v3,,,,
