,defillamaId,name,slug,disabled,displayName,module,category,logo,change_1d,change_7d,change_1m,change_7dover7d,change_30dover30d,total24h,total48hto24h,total7d,total30d,total14dto7d,total60dto30d,total1y,average1y,totalAllTime,breakdown24h,chains,protocolType,methodologyURL,methodology,parentProtocol,latestFetchIsOk,dailyRevenue,dailyHoldersRevenue,dailyCreatorRevenue,dailySupplySideRevenue,dailyProtocolRevenue,dailyBribesRevenue,dailyTokenTaxes,totalVolume7d,totalVolume30d,holdersRevenue30d,bribesRevenue30d,dailyUserFees,dailyFees,versionKey,totalUserFees,totalFees,tokenTaxes30d,totalRevenue,totalProtocolRevenue
39,449,QiDao,qidao,False,QiDao,qidao,CDP,https://icons.llamao.fi/icons/protocols/qidao.jpg,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,,{'optimism': {'qidao': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/qidao.ts,"{'UserFees': 'Interest paid to borrow', 'Fees': 'Interest paid by borrowers', 'Revenue': 'Interest paid by borrowers', 'ProtocolRevenue': 'Interest paid by borrowers'}",,True,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,
40,3038,Rainbow,rainbow,False,Rainbow,rainbow-wallet,Wallets,https://icons.llamao.fi/icons/protocols/rainbow.png,88.24,-17.1,22.61,-67.64,-39.5,320.0,170.0,860.0,5594.0,2658.0,9246.0,1796162.7115729349,138166.3624286872,,{'optimism': {'rainbow-wallet': 320}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/rainbow-wallet.ts,"{'Fees': 'Take 0.85% from trading volume', 'Revenue': 'Take 0.85% from trading volume'}",,True,320.0,,,,320.0,,,386.0,261.0,,,,320.0,,,,,,
41,2142,Sonne Finance,sonne-finance,False,Sonne Finance,sonne-finance,Lending,https://icons.llamao.fi/icons/protocols/sonne-finance.jpg,,,,-27.27,-13.51,0.0,9.0,24.0,96.0,33.0,111.0,339424.715613177,26109.59350870591,,{'optimism': {'sonne-finance': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/sonne-finance,"{'UserFees': 'Interest paid by borrowers', 'Fees': 'Interest paid by borrowers', 'Revenue': 'Percentage of interest going to treasury', 'ProtocolRevenue': 'Percentage of interest going to treasury', 'SupplySideRevenue': 'Interest paid to lenders'}",,True,0.0,,,,0.0,,,13.0,1.0,,,,,,,,,,
42,1571,Stargate V1,stargate-v1,False,Stargate V1,stargate,Cross Chain,https://icons.llamao.fi/icons/protocols/stargate-v1.png,220.0,403.37,13.13,4.18,-90.43,448.0,140.0,1720.0,9847.0,1651.0,102926.0,4223576.4217094,324890.4939776463,,{'optimism': {'stargate': 448}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/stargate.ts,{},parent#stargate-finance,True,448.0,,,,,,,89.0,396.0,,,,448.0,,,,,,
43,4741,Summer.fi,summer.fi,False,Summer.fi,summer.fi,Services,https://icons.llamao.fi/icons/protocols/summer.fi.png,44.74,-71.05,-60.57,-81.34,147.09,110.0,76.0,512.0,4423.0,2744.0,1790.0,0.0,0.0,,{'optimism': {'summer.fi': 110}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/summer.fi,Counts the 0.2% fee taken on swaps.,,True,110.0,,,,110.0,,,380.0,279.0,,,,110.0,,,,,,
44,657,Synapse,synapse,False,Synapse,synapse,Cross Chain,https://icons.llamao.fi/icons/protocols/synapse.png,-40.48,-10.71,-58.16,-44.5,3.51,100.0,168.0,939.0,6574.0,1692.0,6351.0,115139.68276999988,8856.898674615384,49287.0,{'optimism': {'synapse': 100}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/synapse,"{'UserFees': 'Bridge fees paid by users', 'Fees': 'Bridge fees paid by users', 'Revenue': 'Bridge fees that goes to the protocol'}",,True,100.0,,,,,,,112.0,239.0,,,100.0,100.0,,,,,,
45,434,Tarot,tarot,False,Tarot,tarot,Lending,https://icons.llamao.fi/icons/protocols/tarot.jpg,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1371.7572639446576,105.51978953420442,,{'optimism': {'tarot': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/tarot.ts,"{'UserFees': 'Interest paid by borrowers', 'Fees': 'Interest paid by borrowers', 'Revenue': 'Percentage of interest going to treasury', 'ProtocolRevenue': 'Percentage of interest going to treasury', 'SupplySideRevenue': 'Interest paid to lenders'}",,True,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,
46,3657,Uniswap Labs,uniswap-labs,False,Uniswap Labs,uniswap-lab,Services,https://icons.llamao.fi/icons/protocols/uniswap-labs.png,-6.67,80.82,-9.81,-17.97,-46.81,1848.0,1980.0,8401.0,43635.0,10241.0,82032.0,0.0,0.0,,{'optimism': {'uniswap-lab': 1848}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/uniswap-lab.ts,{},,True,1848.0,,,,,,,1022.0,2049.0,,,,1848.0,,,,,,
47,4602,vfat.io,vfat.io,False,vfat.io,vfat,Yield Aggregator,https://icons.llamao.fi/icons/protocols/vfat.png,-0.49,15.34,-58.74,-25.27,-25.65,406.0,408.0,2333.0,17042.0,3122.0,22921.0,0.0,0.0,,{'optimism': {'vfat': 406}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/vfat,{},,True,406.0,,,,,,,352.0,984.0,,,,406.0,,,,,,
48,4049,Zerion Wallet,zerion-wallet,False,Zerion Wallet,zerion-wallet,Wallets,https://icons.llamao.fi/icons/protocols/zerion-wallet.jpg,-45.16,-56.41,-48.48,-5.71,-24.24,17.0,31.0,297.0,2179.0,315.0,2876.0,0.0,0.0,,{'optimism': {'zerion-wallet': 17}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/zerion-wallet.ts,"{'Fees': 'Take 0.5% from trading volume', 'Revenue': 'Take 0.5% from trading volume'}",,True,17.0,,,,17.0,,,39.0,33.0,,,,17.0,,,,,,
49,2532,Zonic,zonic,False,Zonic,zonic,NFT Marketplace,https://icons.llamao.fi/icons/protocols/zonic.jpg,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.7002641948939,98.51540493806866,,{'optimism': {'zonic': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/zonic.ts,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Marketplace revenue', 'ProtocolRevenue': 'Marketplace revenue'}",,True,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,
50,1,Uniswap V3,uniswap-v3,False,Uniswap V3,uniswap,Dexes,https://icons.llamao.fi/icons/protocols/uniswap-v3.png,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'optimism': {'v3': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/protocols/uniswap,"{'UserFees': 'User pays 0.05%, 0.30%, or 1% on each swap.', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Protocol have no revenue.', 'HoldersRevenue': 'Holders have no revenue.', 'SupplySideRevenue': 'All user fees are distributed among LPs.'}",parent#uniswap,True,0.0,0.0,,80757.0,0.0,,,0.0,0.0,0.0,,80757.0,80757.0,v3,,,,,
