wallet,wallet_label,token,token_symbol,balance,decimals,balance_formatted
0xbA4a97368E7735f3a74ef992F87996a249401758,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x22aE85dd5362Ceb25e65CB52B301342d438BC5F4,locked,0x4200000000000000000000000000000000000042,OP,40000000000000000000000,18,40000.0
0x22aE85dd5362Ceb25e65CB52B301342d438BC5F4,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xC21072F143BeDFaF7Aed1b7Af34628be86a344D8,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xC21072F143BeDFaF7Aed1b7Af34628be86a344D8,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xBF17637666b9715E31BD068035874d4035e56D93,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xBF17637666b9715E31BD068035874d4035e56D93,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x8D9416A1f774EF30cEc6448019379a4BFDf522DE,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x8D9416A1f774EF30cEc6448019379a4BFDf522DE,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x5100A94d2fE779Cb809109194946436cA1B0C30F,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x5100A94d2fE779Cb809109194946436cA1B0C30F,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x845bc0F5FC998A1Bc4Ba4f24e5a1d1CAd11d04BB,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x845bc0F5FC998A1Bc4Ba4f24e5a1d1CAd11d04BB,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xA54295C18Fe1b8f80575dcD04029dDaEfc6e1083,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xA54295C18Fe1b8f80575dcD04029dDaEfc6e1083,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x30F22DDD45d2EADe3170d9070C1D906Bb257AA26,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x30F22DDD45d2EADe3170d9070C1D906Bb257AA26,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x42B25EAff2191F088da57f5d8fEd5CA3E44c0C08,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x42B25EAff2191F088da57f5d8fEd5CA3E44c0C08,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xaCCB276B1071F94A8d866CBCFac66646f555B22a,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xaCCB276B1071F94A8d866CBCFac66646f555B22a,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xA52c90F59d1bf5567782D60E49803f01Cd43cD0c,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xA52c90F59d1bf5567782D60E49803f01Cd43cD0c,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x27bCfCF84f9B0Ed5fC59D0fF1D2a766017fdea1b,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x27bCfCF84f9B0Ed5fC59D0fF1D2a766017fdea1b,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xbb23e935B5B836612d667E926E8842d466BF5c3B,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xbb23e935B5B836612d667E926E8842d466BF5c3B,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x2c6A884757ecE32534D6798749306d0a5547b41f,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x2c6A884757ecE32534D6798749306d0a5547b41f,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x510817AF337760aF93d21dEEbad7dBDe05209ad8,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x510817AF337760aF93d21dEEbad7dBDe05209ad8,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xaB11369BE97472081F4C9053f9E850073B4A1E6c,locked,0x4200000000000000000000000000000000000042,OP,1500000000000000000000,18,1500.0
0xaB11369BE97472081F4C9053f9E850073B4A1E6c,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xE91114CdeE57C45810f9b1eB82A22235D0e98505,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xE91114CdeE57C45810f9b1eB82A22235D0e98505,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x06fFF738Df40df1292BCdac83B6062086656bB05,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x06fFF738Df40df1292BCdac83B6062086656bB05,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x576579dB716Af31d3bAc0A0f98f6c382536C79Bc,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x576579dB716Af31d3bAc0A0f98f6c382536C79Bc,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x8048bdAE297635D103f688f7AD96aa31f016A1c3,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x8048bdAE297635D103f688f7AD96aa31f016A1c3,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xec2bc7109e2967Df78397e85CB5ff628335337E6,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xec2bc7109e2967Df78397e85CB5ff628335337E6,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xCb91753cB42282520e78D1d70440f786f8201Ce9,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xCb91753cB42282520e78D1d70440f786f8201Ce9,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xC85ac6797c47700d8E1b7fD423e02b52E59e69f9,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xC85ac6797c47700d8E1b7fD423e02b52E59e69f9,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x66AA88A00e6C7cA1ae0340c79B08d093DbeB03d5,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x66AA88A00e6C7cA1ae0340c79B08d093DbeB03d5,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xFb0daBE001017DF9A17FAC398dF5427Ca2CF5D86,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xFb0daBE001017DF9A17FAC398dF5427Ca2CF5D86,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x818AFbc499cDB4751065d6a00c0f89D9c289eC6B,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x818AFbc499cDB4751065d6a00c0f89D9c289eC6B,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xd47a61De202a0099572D52132A69EB83e22d5b54,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xd47a61De202a0099572D52132A69EB83e22d5b54,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x40298D2f793BaF42b2F3B9bc0aec232A02691530,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x40298D2f793BaF42b2F3B9bc0aec232A02691530,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xC2D27146F0beBA2Af87f3Efb89ea089e8804DebA,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xC2D27146F0beBA2Af87f3Efb89ea089e8804DebA,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xd2dE7bc76696A3b109Da4A2bDd05Bea35f663869,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xd2dE7bc76696A3b109Da4A2bDd05Bea35f663869,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xcD46EdD4B024f3C0eaC2d9b42D42D9c5c496E826,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xcD46EdD4B024f3C0eaC2d9b42D42D9c5c496E826,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xBE8454085634d251CECff7A999Ad528dDc3Ee40F,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xBE8454085634d251CECff7A999Ad528dDc3Ee40F,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xc43216372DA2E2C0A4E0F91a10870244Ab05b7dD,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xc43216372DA2E2C0A4E0F91a10870244Ab05b7dD,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x96390FA17d755eD792634a6Dc802b92e73F240F5,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x96390FA17d755eD792634a6Dc802b92e73F240F5,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xc9666a4F6959336D36068eB9Eb68Dbd67784033f,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xc9666a4F6959336D36068eB9Eb68Dbd67784033f,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x522E6a99dB47Db6922c9A4904cE0C638489A563a,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x522E6a99dB47Db6922c9A4904cE0C638489A563a,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x12384169b9ede38e3ae0AA4888df9a2F4E6c7DAa,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x12384169b9ede38e3ae0AA4888df9a2F4E6c7DAa,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xEF5400CE346F48bF6296f65e533026E6C404beBF,locked,0x4200000000000000000000000000000000000042,OP,210483000000000000000000,18,210483.0
0xEF5400CE346F48bF6296f65e533026E6C404beBF,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x9084a7cFB3166D8d5184F116a3485c11DE83Ec9A,locked,0x4200000000000000000000000000000000000042,OP,400000000000000000000000,18,400000.0
0x9084a7cFB3166D8d5184F116a3485c11DE83Ec9A,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xb3208b4C824e6D4DD46999BF8FfE82252711c43D,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xb3208b4C824e6D4DD46999BF8FfE82252711c43D,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x8cf6266162ed7C571c6df2C592F17439EFE3d883,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x8cf6266162ed7C571c6df2C592F17439EFE3d883,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xD24AD90AeCc0caEA50D3Bb62781c70E0406E657d,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xD24AD90AeCc0caEA50D3Bb62781c70E0406E657d,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x629ADaff854a241ecC55eAfe8A997c5b33a6A83E,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x629ADaff854a241ecC55eAfe8A997c5b33a6A83E,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x7b9C342E8dDA5283c741E2f95de7E9b7626eE947,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x7b9C342E8dDA5283c741E2f95de7E9b7626eE947,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x4b437f1c586FfBfa4ab095C76b4B84d2b31F3121,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x4b437f1c586FfBfa4ab095C76b4B84d2b31F3121,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x18b92d918da53045D65C2F5a845C48F11e8e9019,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x18b92d918da53045D65C2F5a845C48F11e8e9019,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x7fA579e611b40EDC946537D1cf584B6F83198289,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x7fA579e611b40EDC946537D1cf584B6F83198289,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xd88B246660330149B6B736a67B61BA1F815932A3,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xd88B246660330149B6B736a67B61BA1F815932A3,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xe81a47ede0aC0D9E7de35B61d9D8Ce1EfEc11944,locked,0x4200000000000000000000000000000000000042,OP,631020000000000000000,18,631.02
0xe81a47ede0aC0D9E7de35B61d9D8Ce1EfEc11944,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xbBd43d1f1CeDf9AB51100a4D62027b3Bd6bD66b4,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xbBd43d1f1CeDf9AB51100a4D62027b3Bd6bD66b4,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x80e4Cf6F164f4C33F38EED2dB4D2bC80daf7dAB0,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x80e4Cf6F164f4C33F38EED2dB4D2bC80daf7dAB0,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x47692Dd3A0b8cB0AEa2cB739a29C7D3Dc5184FCD,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x47692Dd3A0b8cB0AEa2cB739a29C7D3Dc5184FCD,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x842499F492054c671300Fc89F57775968834AA21,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x842499F492054c671300Fc89F57775968834AA21,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xcf6268984652ae18C724d1Cc52bC9900bC1578a0,locked,0x4200000000000000000000000000000000000042,OP,50000000000000000000000,18,50000.0
0xcf6268984652ae18C724d1Cc52bC9900bC1578a0,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xB94263C92a76e2b72aA1FDe4F70246406F16EC7B,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xB94263C92a76e2b72aA1FDe4F70246406F16EC7B,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xF91C56399086E85A745a75342a0A63dDd3485631,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xF91C56399086E85A745a75342a0A63dDd3485631,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x9b5A3b972fafB4C077aB774e5BF7Bdf521f9abc5,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x9b5A3b972fafB4C077aB774e5BF7Bdf521f9abc5,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x5f6E5920B452530Ba292cF4cB961a241fA390803,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x5f6E5920B452530Ba292cF4cB961a241fA390803,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x8d5Dd3f9454cC58950415123b152A6C9C70b6D3C,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x8d5Dd3f9454cC58950415123b152A6C9C70b6D3C,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x58dB9DA2929dC1d983937f08Dd26329672c18204,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x58dB9DA2929dC1d983937f08Dd26329672c18204,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xf2b928cBA7297B656056Cb51B090ABCDd54C0a30,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xf2b928cBA7297B656056Cb51B090ABCDd54C0a30,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x55fc46B7b6600981DdEf1789C4444015B8e11Cc1,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x55fc46B7b6600981DdEf1789C4444015B8e11Cc1,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x0Ba911069B8825B695eE559872de39E6867984AD,locked,0x4200000000000000000000000000000000000042,OP,1000000000000000000000,18,1000.0
0x0Ba911069B8825B695eE559872de39E6867984AD,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x4ca770B272a0f06c827d1C0CcD8ACbFC7fA1cb61,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x4ca770B272a0f06c827d1C0CcD8ACbFC7fA1cb61,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x2Cd9DE25A60D61Caa8f00F7e18D2565ea5A28d42,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x2Cd9DE25A60D61Caa8f00F7e18D2565ea5A28d42,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xEcf32E1e85ce8429d62040cE11C0329E18207330,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xEcf32E1e85ce8429d62040cE11C0329E18207330,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x2349d411aB962138c4fE62926263BE4Fe0E4b9fF,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x2349d411aB962138c4fE62926263BE4Fe0E4b9fF,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x0eA94B35208C5065252b13e30DBA1B891Ce9e56d,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x0eA94B35208C5065252b13e30DBA1B891Ce9e56d,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x525313F95352C932F9Cfa24122EFc0A8E0330d3E,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x525313F95352C932F9Cfa24122EFc0A8E0330d3E,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x5842f37E475fFBF3E689BfD7cF0Bab034b1cC37A,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x5842f37E475fFBF3E689BfD7cF0Bab034b1cC37A,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x9a02E5b23528B57c387cEcbDF1f3305179Ed67Ef,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x9a02E5b23528B57c387cEcbDF1f3305179Ed67Ef,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xe0cEc3677A71deC93F80eFa8c6882a6a1Be89D6D,locked,0x4200000000000000000000000000000000000042,OP,300000000000000000000000,18,300000.0
0xe0cEc3677A71deC93F80eFa8c6882a6a1Be89D6D,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x08A5912158e9776DcB4Ab62A7dF54fD64034bd6f,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x08A5912158e9776DcB4Ab62A7dF54fD64034bd6f,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xe7bF67770747c995a90EF2BB56904b3D40190B5D,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xe7bF67770747c995a90EF2BB56904b3D40190B5D,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xF93e98F569f44449df166f5E2Db94C9A37F85080,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xF93e98F569f44449df166f5E2Db94C9A37F85080,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xca603Bf3530b74d80579db79addC3C89493983Ba,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xca603Bf3530b74d80579db79addC3C89493983Ba,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x771578B39065F009f68c921c21d05E3254E34bc8,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x771578B39065F009f68c921c21d05E3254E34bc8,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x8FA0E728084bc1157c0058b181Cb0a56A9C44790,locked,0x4200000000000000000000000000000000000042,OP,40000000000000000000000,18,40000.0
0x8FA0E728084bc1157c0058b181Cb0a56A9C44790,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x22e7e8dBbBf066794b1c368F2d18973f5fB6F66c,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x22e7e8dBbBf066794b1c368F2d18973f5fB6F66c,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x21fBc69F5cE3E0c57e530dBE83119b9A7f9EA3F5,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x21fBc69F5cE3E0c57e530dBE83119b9A7f9EA3F5,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x3a208144C115bB7153BB52E994EE77d38e899F94,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x3a208144C115bB7153BB52E994EE77d38e899F94,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xd5b9814d948f766987D5d8ae5DC399b328D31adc,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xd5b9814d948f766987D5d8ae5DC399b328D31adc,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x033Ab2F58e76B8F3EC5Fc0FC17fc3A3547559C80,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x033Ab2F58e76B8F3EC5Fc0FC17fc3A3547559C80,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xB5EC9F4b0842C8e1cd183225E0a2C5BE41961420,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xB5EC9F4b0842C8e1cd183225E0a2C5BE41961420,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xA55c0aFaDbe870c069D28Af7AF3E9F538Ceb4CFA,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xA55c0aFaDbe870c069D28Af7AF3E9F538Ceb4CFA,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x603ee2a02b2EC540A084084AdD4B9a6123304A4d,locked,0x4200000000000000000000000000000000000042,OP,40000000000000000000000,18,40000.0
0x603ee2a02b2EC540A084084AdD4B9a6123304A4d,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xC0eaFa3Ca21b235c9E70cdF765DB6BBbF5a9897e,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xC0eaFa3Ca21b235c9E70cdF765DB6BBbF5a9897e,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x061C96B2133d721851005b5e30Ea38Fd598f006F,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x061C96B2133d721851005b5e30Ea38Fd598f006F,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x5A3A56e2F6fF38903121eB21056016317805Ec05,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x5A3A56e2F6fF38903121eB21056016317805Ec05,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x4Bc8bE581616fD2824f16858CF34f86f1d9EF744,locked,0x4200000000000000000000000000000000000042,OP,15000000000000000000000,18,15000.0
0x4Bc8bE581616fD2824f16858CF34f86f1d9EF744,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x76A128eE24758C25aD14bCC402c6CD0cEE8125BA,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x76A128eE24758C25aD14bCC402c6CD0cEE8125BA,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xBA3Fe3218783c74b326C373A99Db9E5BC696aF36,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xBA3Fe3218783c74b326C373A99Db9E5BC696aF36,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x1f0aF38B824e26C11561B981FEbBF8BB31C6CA8c,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x1f0aF38B824e26C11561B981FEbBF8BB31C6CA8c,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x8F7A82110e19A603955392125B1c30C60dDc89D8,locked,0x4200000000000000000000000000000000000042,OP,35000000000000000000000,18,35000.0
0x8F7A82110e19A603955392125B1c30C60dDc89D8,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x277e13AC064aE45b231bD9EF7c860D82f72269b4,locked,0x4200000000000000000000000000000000000042,OP,25000000000000000000000,18,25000.0
0x277e13AC064aE45b231bD9EF7c860D82f72269b4,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x2b84F7DefBCe8ad8fDce4613e5E34f6db973Fe3A,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x2b84F7DefBCe8ad8fDce4613e5E34f6db973Fe3A,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xBFDC04Ab17355f1CDFeE40D07033e5CCE103F8e0,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xBFDC04Ab17355f1CDFeE40D07033e5CCE103F8e0,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xB40BAA66E7FB1DD3Dcf6Cf2B212926020817DaE9,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xB40BAA66E7FB1DD3Dcf6Cf2B212926020817DaE9,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xe778B8e69AccB5203dd54f36e63669F2aFbb1f23,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xe778B8e69AccB5203dd54f36e63669F2aFbb1f23,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xd82717275DB48fAd4b5347Af43060eB2b76405Bb,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xd82717275DB48fAd4b5347Af43060eB2b76405Bb,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x8C5F0BC3c75008dAC331a290060B0C08Bf52ABf9,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x8C5F0BC3c75008dAC331a290060B0C08Bf52ABf9,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x74F2fE3c23C17103738a13AD33476A56291e40f9,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x74F2fE3c23C17103738a13AD33476A56291e40f9,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x4F3a6a5486fec40486c168033e6F6518be816440,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x4F3a6a5486fec40486c168033e6F6518be816440,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xeB3ABCCdC5AE973EcD2E2225A4858982BFb02ced,locked,0x4200000000000000000000000000000000000042,OP,0,18,
