badgeholder_address,round_allocation,category_allocation,declared_COIs
0xf4b0556b9b6f53e00a1fdd2b0478ce841991d8fa,3500000,"[{'GOVERNANCE_LEADERSHIP': '33.335'}, {'GOVERNANCE_ANALYTICS': '33.335'}, {'GOVERNANCE_INFRA_AND_TOOLING': '33.33333333333334'}]",[]
0x17640d0d8c93bf710b6ee4208997bb727b5b7bc2,1500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '40.00591103886508'}, {'GOVERNANCE_ANALYTICS': '39.99408896113492'}, {'GOVERNANCE_LEADERSHIP': '20'}]",[]
0x6d465d2081b799770d0ce7e755d8db1665903ffb,2500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '45'}, {'GOVERNANCE_ANALYTICS': '35'}, {'GOVERNANCE_LEADERSHIP': '20'}]",[]
0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_LEADERSHIP': '35'}, {'GOVERNANCE_ANALYTICS': '15'}]",[]
0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '40'}, {'GOVERNANCE_ANALYTICS': '30'}, {'GOVERNANCE_LEADERSHIP': '30'}]",['0x273b95d847456e4ada5b7230fb5750eb9b943a0974f72d9fcfe59337785aaf6c']
0x9924285ff2207d6e36642b6832a515a6a3aedcab,3000000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '35'}, {'GOVERNANCE_LEADERSHIP': '35'}, {'GOVERNANCE_ANALYTICS': '30'}]",[]
0x69dc230b06a15796e3f42baf706e0e55d4d5eaa1,1200000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '65'}, {'GOVERNANCE_ANALYTICS': '20'}, {'GOVERNANCE_LEADERSHIP': '15'}]",['0xf8e61280e3edad6939317b7371effc1377baed305f70afc425a0e32aaa3cd34c']
0x53c61cfb8128ad59244e8c1d26109252ace23d14,1300000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_LEADERSHIP': '30'}, {'GOVERNANCE_ANALYTICS': '20'}]",[]
0x8f51dc0791cddddce08052fff939eb7cf0c17856,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_ANALYTICS': '30'}, {'GOVERNANCE_LEADERSHIP': '20'}]",[]
0xf456141b8fbdbe7b5417e9f5e3adc1c11cac8481,3000000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '45'}, {'GOVERNANCE_ANALYTICS': '30'}, {'GOVERNANCE_LEADERSHIP': '25'}]",[]
0x8eb9e5e5375b72ee7c5cb786ce8564d854c26a86,3000000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '49'}, {'GOVERNANCE_LEADERSHIP': '35'}, {'GOVERNANCE_ANALYTICS': '16'}]",[]
0x8330a84d3c16a55302f921c36979b1067418053a,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '53.63'}, {'GOVERNANCE_ANALYTICS': '31.11'}, {'GOVERNANCE_LEADERSHIP': '15.26'}]",[]
0x534631bcf33bdb069fb20a93d2fdb9e4d4dd42cf,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_LEADERSHIP': '30'}, {'GOVERNANCE_ANALYTICS': '20'}]",[]
0xbe9e7b0ed19526544b55b697107231f9467a805f,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '33.34'}, {'GOVERNANCE_ANALYTICS': '33.33'}, {'GOVERNANCE_LEADERSHIP': '33.33'}]",[]
0xeee718c1e522ecb4b609265db7a83ab48ea0b06f,2100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '33.34'}, {'GOVERNANCE_ANALYTICS': '33.33'}, {'GOVERNANCE_LEADERSHIP': '33.33'}]","['0x3793348de3c2d43782234f8bed581d2948b3379f60a510e1ebc5b46c3050a860', '0x49fc537384bf71ec1ed6f45b8d628f76f1f5c892fe487401f86c2584b1472666', '0xd584cebedccfbb017f6cd9ab61d007a2aee9587b6923aee0d133ee9048973f7c', '0x7ebd785a295d691be7045ee2cb3b12e8fa6175bac58a8f285ede6221f8a4e906', '0x8922c80674df0e50e56cd703e5073ca21073d7fb518b0a3f35fe0f97327d5d43']"
0x378c23b326504df4d29c81ba6757f53b2c59f315,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '40'}, {'GOVERNANCE_LEADERSHIP': '40'}, {'GOVERNANCE_ANALYTICS': '20'}]",[]
0x616cad18642f45d3fa5fcaad0a2d81764a9cba84,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '33.34'}, {'GOVERNANCE_ANALYTICS': '33.33'}, {'GOVERNANCE_LEADERSHIP': '33.33'}]",['0x7e3dd2a1a16c51177e08b3275cc2ae1b037450b499988d0042a7f9451d20125d']
0xbf46d2161045251cb97d0b41929bc1d36044e1a0,1500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '33.34'}, {'GOVERNANCE_ANALYTICS': '33.33'}, {'GOVERNANCE_LEADERSHIP': '33.33'}]",[]
0x7de19ff74dbb2f208fb3d8a19ebe7995cef8345c,2000000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '33.34'}, {'GOVERNANCE_LEADERSHIP': '33.33'}, {'GOVERNANCE_ANALYTICS': '33.33'}]",[]
0x60ca282757ba67f3adbf21f3ba2ebe4ab3eb01fc,1200000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_ANALYTICS': '25'}, {'GOVERNANCE_LEADERSHIP': '25'}]",['0x43b98e1610cf95912aec6dd3c0c532aa7e81f781476b787e70a422b4b8e5bf04']
0x7dc30156dce3c6e909a9f5e5fd56aec936361209,1500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '33.33992611201419'}, {'GOVERNANCE_LEADERSHIP': '33.33007388798581'}, {'GOVERNANCE_ANALYTICS': '33.33'}]",[]
0x6dc43be93a8b5fd37dc16f24872babc6da5e5e3e,2000000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_ANALYTICS': '25'}, {'GOVERNANCE_LEADERSHIP': '25'}]",[]
0xef32eb37f3e8b4bdddf99879b23015f309ed7304,1750000,"[{'GOVERNANCE_ANALYTICS': '33.5'}, {'GOVERNANCE_LEADERSHIP': '33.5'}, {'GOVERNANCE_INFRA_AND_TOOLING': '33'}]",[]
0x94db037207f6fb697dbd33524aadffd108819dc8,1500000,"[{'GOVERNANCE_LEADERSHIP': '45'}, {'GOVERNANCE_INFRA_AND_TOOLING': '30'}, {'GOVERNANCE_ANALYTICS': '25'}]","['0x7cfc058d21a44d62f3fe2d54a6124907e03e9f45b0d2f2a5d2f678909ead6908', '0x8f86175d7148863c6d4cdf89ceb87b051d9fe6ccf73214f4128a9b6c1dfc85c1', '0x60efd5b2ab055c8ce8425e10290f6e10e077ef2b822f630ce6a89e3b03aaa27d']"
0x1019236722517506732d92dac0f7b9b4ed993d8d,1750000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '45'}, {'GOVERNANCE_ANALYTICS': '40'}, {'GOVERNANCE_LEADERSHIP': '15'}]",[]
0x288c53a1ba857ead34ad0e79f644087f8174185a,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '60'}, {'GOVERNANCE_ANALYTICS': '20'}, {'GOVERNANCE_LEADERSHIP': '20'}]",[]
0xc8e2806a97413b5496a1ba6050b517cc98d0efca,1100000,"[{'GOVERNANCE_ANALYTICS': '40'}, {'GOVERNANCE_INFRA_AND_TOOLING': '40'}, {'GOVERNANCE_LEADERSHIP': '20'}]",['0x26d1186a0d4350e5b6c362372cacf08b29963e305f5ac08ce48e27eaadc4f8cc']
0x841c11b14c428dd591093348b8afa2652c863988,1750000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_ANALYTICS': '26'}, {'GOVERNANCE_LEADERSHIP': '24'}]","['0xda6d77ebc6ab2df495a3b2d6584ad4d4bc2d99f1c44e492fa0db0eb72de9b486', '0x40d4bd41b3f89c281a573bbd032873578a4c30076595280e66546b4be87cf0eb']"
0x14276eb29e90541831cb94c80331484ae6d2a1d8,1100000,"[{'GOVERNANCE_LEADERSHIP': '33.34'}, {'GOVERNANCE_ANALYTICS': '33.33'}, {'GOVERNANCE_INFRA_AND_TOOLING': '33.33'}]",[]
0xf924efc8830bfa1029fa0cd7a51901a5ec03de3d,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '33.34'}, {'GOVERNANCE_LEADERSHIP': '33.33'}, {'GOVERNANCE_ANALYTICS': '33.33'}]",[]
0x7899d9b1181cbb427b0b1be0684c096c260f7474,1500000,"[{'GOVERNANCE_ANALYTICS': '40'}, {'GOVERNANCE_INFRA_AND_TOOLING': '40'}, {'GOVERNANCE_LEADERSHIP': '20'}]",[]
0x23936429fc179da0e1300644fb3b489c736d562f,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_ANALYTICS': '25'}, {'GOVERNANCE_LEADERSHIP': '25'}]",[]
0x9e5ead3c1b978ed1eff62acdc2830070368218bc,2400000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '53.84'}, {'GOVERNANCE_ANALYTICS': '25.832'}, {'GOVERNANCE_LEADERSHIP': '20.33'}]",[]
0x2cfb075e8fc0d99837653629b0a3d527f0769a1a,1500000,"[{'GOVERNANCE_LEADERSHIP': '45'}, {'GOVERNANCE_INFRA_AND_TOOLING': '30'}, {'GOVERNANCE_ANALYTICS': '25'}]",[]
0x5555763613a12d8f3e73be831dff8598089d3dca,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_ANALYTICS': '25'}, {'GOVERNANCE_LEADERSHIP': '25'}]",[]
0xde2b6860cb3212a6a1f8f8628abfe076723a4b39,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_ANALYTICS': '25'}, {'GOVERNANCE_LEADERSHIP': '25'}]",[]
0x826976d7c600d45fb8287ca1d7c76fc8eb732030,3500000,"[{'GOVERNANCE_ANALYTICS': '43.44'}, {'GOVERNANCE_INFRA_AND_TOOLING': '41.55545559696697'}, {'GOVERNANCE_LEADERSHIP': '15'}]","['0xda6d77ebc6ab2df495a3b2d6584ad4d4bc2d99f1c44e492fa0db0eb72de9b486', '0x40d4bd41b3f89c281a573bbd032873578a4c30076595280e66546b4be87cf0eb']"
0xe1e5dcbbc95aabe80e2f9c65c7a2cef85daf61c4,2400000,"[{'GOVERNANCE_LEADERSHIP': '35.33'}, {'GOVERNANCE_INFRA_AND_TOOLING': '32.84'}, {'GOVERNANCE_ANALYTICS': '31.83007499625018'}]",[]
0xba8d6600f02cd4abd93ec63eb99463a18ac75004,2500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '40'}, {'GOVERNANCE_ANALYTICS': '30'}, {'GOVERNANCE_LEADERSHIP': '30'}]",[]
0x7f985b1764f79faa42a4622bb605b23c8eb5abea,3500000,"[{'GOVERNANCE_ANALYTICS': '42'}, {'GOVERNANCE_LEADERSHIP': '38'}, {'GOVERNANCE_INFRA_AND_TOOLING': '20'}]",[]
0xe53e89d978ff1da716f80baa6e6d8b3fa23f2284,2900000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '55'}, {'GOVERNANCE_LEADERSHIP': '25'}, {'GOVERNANCE_ANALYTICS': '20'}]",[]
0x66da63b03feca7dd44a5bb023bb3645d3252fa32,2400000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '33.34'}, {'GOVERNANCE_ANALYTICS': '33.33'}, {'GOVERNANCE_LEADERSHIP': '33.33'}]",[]
0xdcf7be2ff93e1a7671724598b1526f3a33b1ec25,3500000,"[{'GOVERNANCE_LEADERSHIP': '50'}, {'GOVERNANCE_INFRA_AND_TOOLING': '30'}, {'GOVERNANCE_ANALYTICS': '20'}]",[]
0x7fc80fad32ec41fd5cfcc14eee9c31953b6b4a8b,3200000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '65'}, {'GOVERNANCE_LEADERSHIP': '18'}, {'GOVERNANCE_ANALYTICS': '17'}]",[]
0xd6c09962e907428112069273d5c0dc861e7b1c57,2700000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '40'}, {'GOVERNANCE_ANALYTICS': '30'}, {'GOVERNANCE_LEADERSHIP': '30'}]",[]
0x75536cf4f01c2bfa528f5c74ddc1232db3af3ee5,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '33.34'}, {'GOVERNANCE_ANALYTICS': '33.33'}, {'GOVERNANCE_LEADERSHIP': '33.33'}]",['0xd4120ac98272e4c957b973eaa89459cef30f3762be5d5b2706db160f6a96b445']
